"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
v1v7_savedcrop_cloud,v1v7_meal_microstructure_phase_1,,radio,"2) Meal was cropped into Meal and EAH videos and Saved on OneDrive

Save to: .../Participant_Data/Noldus Videos/Visit X/Cropped_EAH  AND  .../Participant_Data/Noldus Videos/Visit X/Cropped_Meal","0, Incomplete | 1, Complete | 2, Error",,,,,,"[v1v7_savedraw_cloud] = '1' OR [v1v7_resolve_saveraw] = '1'",y,,,,,
v1v7_videosavecrop_notes,v1v7_meal_microstructure_phase_1,,notes,"Meal Cropping or Saving Error:

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,[v1v7_savedcrop_cloud]='2',y,,,,,
v1v7_resolve_savecrop,v1v7_meal_microstructure_phase_1,,radio,"Resolve Error Saving Meal Video","0, Unresolved | 1, Resolved",,,,,,[v1v7_savedcrop_cloud]='2',y,,,,,
v1v7_meal_code_ph1,v1v7_meal_microstructure_phase_1,,radio,"Meal Coded?","1, Yes | 0, No",,,,,,"([v1v7_savedraw_cloud] = '1' OR [v1v7_resolve_saveraw]='1') AND ([v1v7_savedcrop_cloud] = '1' OR [v1v7_resolve_savecrop]='1')",,,,,,
v1v7_meal_reason_ph1,v1v7_meal_microstructure_phase_1,,notes,"Detail reason for not coding meal:

1) Explain why video was not coded
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,"[v1v7_meal_code_ph1] = '0'",,,,,,
v1v7_coder1_ph1,v1v7_meal_microstructure_phase_1,"Coder 1 - Phase 1 Behavioral Coding",text,"First Coder for Phase 1",,,,,,,"[v1v7_meal_code_ph1] = '1'",y,,,,,
v1v7_coder1_date_ph1,v1v7_meal_microstructure_phase_1,,text,"First Coder for Phase 1 Date",,,date_mdy,,,,"[v1v7_meal_code_ph1] = '1'",y,,,,,
v1v7_vidload_coder1,v1v7_meal_microstructure_phase_1,,radio,"[v1v7_meal:checked] loaded into ObserverXT for Coder 1
","0, Incomplete | 1, Complete | 2, Errors",,,,,,"[v1v7_coder1_date_ph1] <> ''",y,,,,,
v1v7_vidload_coder1_issue,v1v7_meal_microstructure_phase_1,,notes,"Detail Issues with loading [v1v7_meal:checked] into ObserverXT

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,"[v1v7_vidload_coder1] = '2'",y,,,,,
v1v7_vidload_coder1_resolve,v1v7_meal_microstructure_phase_1,,radio,"[v1v7_meal:checked] ObserverXT issues:","0, Unresolved | 1, Resolved",,,,,,"[v1v7_vidload_coder1] = '2'",y,,,,,
v1v7_coder1_crop_start,v1v7_meal_microstructure_phase_1,,radio,"First Coder: Was video cropped at the start (i.e., starts after meal duration started)?","0, No | 1, Yes",,,,,,"[v1v7_coder1_date_ph1] <> ''",,,,,,
v1v7_coder1_crop_end,v1v7_meal_microstructure_phase_1,,radio,"First Coder: Was video cropped at the end (i.e., ends before meal duration ends)?","0, No | 1, Yes",,,,,,"[v1v7_coder1_date_ph1] <> ''",,,,,,
v1v7_coder1_childtalk,v1v7_meal_microstructure_phase_1,,radio,"First Coder: Did the child talk during the meal (i.e., child transcription)?","0, No | 1, Yes",,,,,,"[v1v7_coder1_date_ph1] <> ''",,,,,,
v1v7_coder1_q_ph1,v1v7_meal_microstructure_phase_1,,notes,"First Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,"[v1v7_coder1_date_ph1] <> ''",,,,,," @MAXCHECKED=1"
ps_coder1_qcheck_ph1_v2,v1v7_meal_microstructure_phase_1,,radio,"First coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[v1v7_coder1_q_ph1]<>'',y,,,,,
v1v7_coder2_ph1,v1v7_meal_microstructure_phase_1,"Coder 2 - Phase 1 Behavioral Coding",text,"Second Coder for Phase 1",,,,,,,[v1v7_coder1_date_ph1]<>'',y,,,,,
v1v7_coder2_date_ph1,v1v7_meal_microstructure_phase_1,,text,"Second Coder for Phase 1 Date",,,date_mdy,,,,[v1v7_coder1_date_ph1]<>'',y,,,,,
v1v7_vidload_coder2,v1v7_meal_microstructure_phase_1,,radio,"[v1v7_meal:checked] loaded into ObserverXT for Coder 2
","0, Incomplete | 1, Complete | 2, Errors",,,,,,[v1v7_coder2_date_ph1]<>'',y,,,,,
v1v7_vidload_issue_coder2,v1v7_meal_microstructure_phase_1,,notes,"Detail Issues with loading [v1v7_meal:checked] into ObserverXT

1) Copy exact error message/issue in text box
2) Email Senior RA with error/issue 
3) Mark status as 'Incomplete' at bottom of form",,,,,,,"[v1v7_vidload_coder2] = '2'",y,,,,,
v1v7_vidload_resolve_coder2,v1v7_meal_microstructure_phase_1,,radio,"[v1v7_meal:checked] ObserverXT issues:","0, Unresolved | 1, Resolved",,,,,,"[v1v7_vidload_coder2] = '2'",y,,,,,
v1v7_coder2_qcheck_ph1,v1v7_meal_microstructure_phase_1,,radio,"Second coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[v1v7_coder2_q_ph1]<>'',y,,,,,
v1v7_coder2_crop_start,v1v7_meal_microstructure_phase_1,,radio,"Second Coder: Was video cropped at the start (i.e., starts after meal duration starts)?","0, No | 1, Yes",,,,,,"[v1v7_coder2_date_ph1] <> ''",,,,,,
v1v7_coder2_crop_end,v1v7_meal_microstructure_phase_1,,radio,"Second Coder: Was video cropped at the end (i.e., ends before meal duration ends)?","0, No | 1, Yes",,,,,,"[v1v7_coder2_date_ph1] <> ''",,,,,,
v1v7_coder2_childtalk,v1v7_meal_microstructure_phase_1,,radio,"Second Coder: Did the child talk during the meal (i.e., child transcription)?","0, No | 1, Yes",,,,,,"[v1v7_coder2_date_ph1] <> ''",,,,,,
v1v7_coder2_q_ph1,v1v7_meal_microstructure_phase_1,,notes,"Second Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,[v1v7_coder2_date_ph1]<>'',,,,,," @MAXCHECKED=1"
v1v7_irr_ph1,v1v7_meal_microstructure_phase_1,"Reliability - Phase 1 Behavioral Coding",radio,"Phase 1 reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[v1v7_coder2_date_ph1] <> ''",y,,,,," @MAXCHECKED=1"
v1v7_irr_issues_ph1,v1v7_meal_microstructure_phase_1,,notes,"Phase 1 reliability issues
",,,,,,,[v1v7_irr_ph1]='2',y,,,,," @MAXCHECKED=1"
v1v7_irr_recode_ph1,v1v7_meal_microstructure_phase_1,,radio,"Phase 1 re-coded to improve reliability
","0, Incomplete | 1, Complete",,,,,,[v1v7_irr_ph1]='2',y,,,,,
v1v7_irr_recode_check_ph1,v1v7_meal_microstructure_phase_1,,radio,"Phase 1 re-coded reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[v1v7_irr_recode_ph1] = '1'",y,,,,,
v1v7_recodeph2,v1v7_meal_microstructure_phase_1,,yesno,"Re-Coded after Phase 2?",,,,,,,[v1v7_meal_code_ph1]='1',y,,,,,
v1v7_recodeph2_coder1,v1v7_meal_microstructure_phase_1,,text,"First Coder for Phase 2 Re-Code",,,,,,,"[v1v7_recodeph2] = '1'",y,,,,,
v1v7_recodeph2_coder1_date,v1v7_meal_microstructure_phase_1,,text,"First Coder for Phase 2 Re-Code Date",,,date_mdy,,,,"[v1v7_recodeph2] = '1'",y,,,,,
v1v7_recodeph2_coder2,v1v7_meal_microstructure_phase_1,,text,"Second Coder for Phase 2 Re-Code",,,,,,,"[v1v7_recodeph2] = '1'",y,,,,,
v1v7_recodeph2_coder2_date,v1v7_meal_microstructure_phase_1,,text,"Second Coder for Phase 2 Re-Code Date",,,date_mdy,,,,"[v1v7_recodeph2] = '1'",y,,,,,
v1v7_meal_exist_check,v1v7_meal_microstructure_reliability_checks_2,,radio,"Confirm meal video was not collected:","0, No | 1, Yes",,,,,,[v1v7_meal_exist]='0',,,,,,
v1v7_meal_check_rc,v1v7_meal_microstructure_reliability_checks_2,,radio,"Confirm Meal Portion Size Matches [v1v7_meal:checked]","0, No | 1, Yes",,,,,,[v1v7_meal_exist]='1',,,,,,
v1v7_meal_reason_check_rc,v1v7_meal_microstructure_reliability_checks_2,,radio,"Confirm reason for not coding video: [v1v7_meal_reason_ph1]",,,,,,,"[v1v7_meal_code_ph1] = '0'",,,,,,
v1v7_coder_rc,v1v7_meal_microstructure_reliability_checks_2,,text,"Coder checking reliability/validating coding",,,,,,,"[v1v7_meal_check_rc] = '1' AND [v1v7_meal_code_ph1] = '1'",y,,,,,
v1v7_date_rc,v1v7_meal_microstructure_reliability_checks_2,,text,"Reliability Check/Validation Date",,,date_mdy,,,,"[v1v7_meal_check_rc] = '1' AND [v1v7_meal_code_ph1] = '1'",y,,,,,
v1v7_bitesip_rc,v1v7_meal_microstructure_reliability_checks_2,,radio,"Check reliability of bites and sips:","0, Incomplete | 1, Complete | 2, Errors",,,,,,"[v1v7_date_rc] <> ''",,,,,,
v1v7_bitesip_error_rc,v1v7_meal_microstructure_reliability_checks_2,,notes,"Detail issues with number of bites and sips:
",,,,,,,"[v1v7_bitesip_rc] = '2'",y,,,,," @MAXCHECKED=1"
v1v7_bitesip_resolve_rc,v1v7_meal_microstructure_reliability_checks_2,,radio,"Resolve issues with number of bites and sips
","0, Unresolved | 1, Resolved",,,,,,"[v1v7_bitesip_error_rc] <> ''",y,,,,,
v1v7_mealdur_rc,v1v7_meal_microstructure_reliability_checks_2,,radio,"Check reliability of meal duration:","0, Incomplete | 1, Complete | 2, Errors",,,,,,"[v1v7_date_rc] <> ''",,,,,,
v1v7_mealdur_error_rc,v1v7_meal_microstructure_reliability_checks_2,,notes,"Detail issues with meal duration:
",,,,,,,"[v1v7_mealdur_rc] = '2'",y,,,,," @MAXCHECKED=1"
v1v7_mealdur_resolve_rc,v1v7_meal_microstructure_reliability_checks_2,,radio,"Resolve issues with meal duration","0, Unresolved | 1, Resolved",,,,,,"[v1v7_mealdur_error_rc] <> ''",y,,,,,
v1v7_meal_exist_check_ph2,v1v7_meal_microstructure_phase_2,,radio,"Confirm meal video was not collected:","0, No | 1, Yes",,,,,,[v1v7_meal_exist]='0',,,,,,
v1v7_meal_check_ph2,v1v7_meal_microstructure_phase_2,,radio,"Confirm Meal Visit Matches [v1v7_meal:checked]","0, No | 1, Yes",,,,,,[v1v7_meal_exist]='1',,,,,,
v1v7_meal_reason_ph2,v1v7_meal_microstructure_phase_2,,radio,"Confirm reason for not coding video: [v1v7_meal_reason_ph1]","1, Yes | 0, No",,,,,,"[v1v7_meal_code_ph1] = '0'",,,,,,
v1v7_coder1_ph2,v1v7_meal_microstructure_phase_2,"Coder 1 - Phase 2 Behavioral Coding",text,"First Coder for Phase 2",,,,,,,"[v1v7_meal_check_ph2] = '1' AND [v1v7_meal_code_ph1] = '1'",y,,,,,
v1v7_coder1_date_ph2,v1v7_meal_microstructure_phase_2,,text,"First Coder for Phase 2 Date",,,date_mdy,,,,"[v1v7_meal_check_ph2] = '1' AND [v1v7_meal_code_ph1] = '1'",y,,,,,
v1v7_coder1_start_affect,v1v7_meal_microstructure_phase_2,,radio,"First Coder: Rate Start of Meal Affect","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[v1v7_coder1_date_ph2] <> ''",,,,,,
v1v7_coder1_end_affect,v1v7_meal_microstructure_phase_2,,radio,"First Coder: Rate End of Meal Affect
","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[v1v7_coder1_date_ph2] <> ''",,,,,,
v1v7_coder1_distraction,v1v7_meal_microstructure_phase_2,,radio,"First Coder - Did distraction behaviors occur?

Mark if any active distraction behaviors occurred (e.g., if the child gets up from the chair)","0, No | 1, Yes",,,,,,"[v1v7_coder1_date_ph2] <> ''",,,,,," @MAXCHECKED=1"
v1v7_coder1_story,v1v7_meal_microstructure_phase_2,,radio,"First Coder: Visible Engagement with Story?


","0, None - They did not engage with the story in a visible and clear way. | 1, During active eating time - at least once, the child the kid asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) DURING an episode of active eating | 2, Not during active eating time - at least once, the child asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) separate from active eating",,,,,,"[v1v7_coder1_date_ph2] <> ''",,,,,,
v1v7_coder1_rprompt,v1v7_meal_microstructure_phase_2,,radio,"First Coder: Did the researcher prompt the end of the meal?

Mark this if the researcher asks if the child is done eating (while they are clearly not finished or having not given any indication that they are finished). ","0, No | 1, Yes",,,,,,"[v1v7_coder1_date_ph2] <> ''",,,,,,
v1v7_coder1_q_ph2,v1v7_meal_microstructure_phase_2,,notes,"First Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,"[v1v7_coder1_date_ph2] <> ''",,,,,," @MAXCHECKED=1"
v1v7_coder1_qcheck_ph2,v1v7_meal_microstructure_phase_2,,radio,"First coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[v1v7_coder1_q_ph2]<>'',y,,,,,
v1v7_coder2_ph2,v1v7_meal_microstructure_phase_2,"Coder 2 - Phase 2 Behavioral Coding",text,"Second Coder for Phase 2",,,,,,,"[v1v7_coder1_date_ph2] <> ''",y,,,,,
v1v7_coder2_date_ph2,v1v7_meal_microstructure_phase_2,,text,"Second Coder for Phase 2 Date",,,date_mdy,,,,[v1v7_coder1_date_ph2]<>'',y,,,,,
v1v7_coder2_start_affect,v1v7_meal_microstructure_phase_2,,radio,"Second Coder: Rate Start of Meal Affect","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[v1v7_coder2_date_ph2] <> ''",,,,,,
v1v7_coder2_end_affect,v1v7_meal_microstructure_phase_2,,radio,"Second Coder: Rate End of Meal Affect","2, Laughter, clapping, moving hands to show excitement, open mouth smiles, explicit and direct verbal excitement and approval (2) | 1, Slight smiles, shaking head yes, verbal suggestion of approval (1) | 0, Shows no emotion or reaction to meal start/end. Completely neutral (0) | -1, Frowning, shaking head, looking confused/disgusted, any verbal suggestion of dislike or disapproval (-1) | -2, Vigorously shaking head or waving hands to reject food, explicit and direct negative verbal remark (-2) | 99, Meal starts or ends outside of video, so affect cannot be ranked (n/a)",,,,,,"[v1v7_coder2_date_ph2] <> ''",,,,,,
v1v7_coder2_distraction,v1v7_meal_microstructure_phase_2,,radio,"First Coder - Did distraction behaviors occur?

Mark if any active distraction behaviors occurred (e.g., if the child gets up from the chair)","0, No | 1, Yes",,,,,,"[v1v7_coder2_date_ph2] <> ''",,,,,," @MAXCHECKED=1"
v1v7_coder2_story,v1v7_meal_microstructure_phase_2,,radio,"Second Coder: Visible Engagement with Story?","0, None - They did not engage with the story in a visible and clear way. | 1, During active eating time - at least once, the child the kid asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) DURING an episode of active eating | 2, Not during active eating time - at least once, the child asked questions about the story or engaged with the researcher about the story (making comments, laughing, getting up to look at book) separate from active eating",,,,,,"[v1v7_coder2_date_ph2] <> ''",,,,,,
v1v7_coder2_rprompt,v1v7_meal_microstructure_phase_2,,radio,"Second Coder: Did the researcher prompt the end of the meal?

Mark this if the researcher asks if the child is done eating (while they are clearly not finished or having not given any indication that they are finished). ","0, No | 1, Yes",,,,,,"[v1v7_coder2_date_ph2] <> ''",,,,,,
v1v7_coder2_q_ph2,v1v7_meal_microstructure_phase_2,,notes,"Second Coder notes or questions:

Be sure to note the @time:

Ex: verify @##.## - second bite or not?
",,,,,,,[v1v7_coder2_date_ph2]<>'',,,,,," @MAXCHECKED=1"
v1v7_coder2_qcheck_ph2,v1v7_meal_microstructure_phase_2,,radio,"Second coder questions and/or notes  resolved
","0, Incomplete | 1, Complete",,,,,,[v1v7_coder2_q_ph2]<>'',y,,,,,
v1v7_irr_ph2,v1v7_meal_microstructure_phase_2,"Reliability - Phase 1 Behavioral Coding",radio,"Phase 2 reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[v1v7_coder2_date_ph2] <> ''",y,,,,,
v1v7_irr_issues_ph2,v1v7_meal_microstructure_phase_2,,notes,"Phase 2 reliability issues
",,,,,,,[v1v7_irr_ph2]='2',y,,,,," @MAXCHECKED=1"
v1v7_irr_recode_ph2,v1v7_meal_microstructure_phase_2,,radio,"Phase 2 re-coded to improve reliability
","0, Incomplete | 1, Complete",,,,,,[v1v7_irr_ph2]='2',y,,,,,
v1v7_irr_recode_check_ph2,v1v7_meal_microstructure_phase_2,,radio,"Phase 2 re-coded reliability checked
","0, Incomplete | 1, Good Reliability | 2, Poor Reliability",,,,,,"[v1v7_irr_recode_ph2] = '1'",y,,,,,
